1,139.8997015,36.5594845,0,
2,139.8995563,36.5588579,55.68730112,-0.0001452 
3,139.8995483,36.5587788,6.785051714,-0.0000080 
4,139.8995634,36.5587263,4.769494948,0.0000151 
5,139.8996118,36.558661,7.734168448,0.0000484 
6,139.899682,36.5586132,8.800865673,0.0000702 
7,139.8997738,36.5585875,10.43856664,0.0000918 
8,139.8998784,36.5585725,11.70055883,0.0001046 
9,139.9013646,36.5584594,165.5376531,0.0014862 
10,139.9022203,36.5583951,95.30662321,0.0008557 
11,139.9025241,36.5583762,33.81935912,0.0003038 
12,139.9054181,36.5581737,322.2587604,0.0028940 
13,139.9066801,36.5580812,140.5483982,0.0012620 
14,139.9087039,36.5579156,225.4767489,0.0020238 
15,139.9088722,36.5578996,18.76311566,0.0001683 
16,139.9093118,36.5578661,48.9642547,0.0004396 
17,139.91034,36.5577871,114.5279384,0.0010282 
18,139.9112845,36.5577152,105.2015043,0.0009445 
19,139.9116341,36.5576921,38.92324062,0.0003496 
20,139.9122615,36.5576503,69.85431862,0.0006274 
21,139.9125164,36.5576399,28.35738168,0.0002549 
22,139.91312,36.5576196,67.13946162,0.0006036 
23,139.913785,36.557596,73.97183945,0.0006650 
24,139.9143507,36.5575751,62.92813993,0.0005657 
25,139.9145371,36.5575749,20.72679119,0.0001864 
26,139.9147576,36.5575714,24.52033748,0.0002205 
27,139.9161839,36.5575155,158.6686101,0.0014263 
28,139.9177479,36.5574616,173.9692897,0.0015640 
29,139.9180858,36.557443,37.6061232,0.0003379 
30,139.9181308,36.5574401,5.00913035,0.0000450 
31,139.9182147,36.5574378,9.330744147,0.0000839 
32,139.9183675,36.5574302,17.00269719,0.0001528 
33,139.9185237,36.5574223,17.38119864,0.0001562 
34,139.9188138,36.5574164,32.26152304,0.0002901 
35,139.9190634,36.557418,27.75457425,0.0002496 
36,139.9195578,36.5574114,54.9776204,0.0004944 
37,139.9209264,36.5573678,152.2266115,0.0013686 
38,139.9215477,36.5573469,69.10833257,0.0006213 
39,139.9222529,36.5573153,78.46073571,0.0007052 
40,139.9232892,36.5572772,115.2769032,0.0010363 
41,139.9237238,36.5572646,48.33717189,0.0004346 
42,139.9243045,36.5572604,64.57184649,0.0005807 
43,139.9255444,36.5572178,137.9182486,0.0012399 
44,139.9268961,36.5571667,150.3650452,0.0013517 
45,139.927544,36.5571397,72.07983989,0.0006479 
46,139.9284023,36.5570964,95.50967527,0.0008583 
47,139.929986,36.5570505,176.1427175,0.0015837 
48,139.9307918,36.5570257,89.62575958,0.0008058 
49,139.9314751,36.5570203,75.98086537,0.0006833 
50,139.9331898,36.5569957,190.6774219,0.0017147 
51,139.9349923,36.5569483,200.4694313,0.0018025 
52,139.913785,36.557596,2358.788044,-0.0212073 
53,139.9143507,36.5575751,62.92813993,0.0005657 
54,139.9145371,36.5575749,20.72679119,0.0001864 
55,139.9147576,36.5575714,24.52033748,0.0002205 
56,139.9161839,36.5575155,158.6686101,0.0014263 
57,139.9177479,36.5574616,173.9692897,0.0015640 
58,139.9180858,36.557443,37.6061232,0.0003379 
59,139.9181308,36.5574401,5.00913035,0.0000450 
60,139.9182147,36.5574378,9.330744147,0.0000839 
61,139.9183675,36.5574302,17.00269719,0.0001528 
62,139.9185237,36.5574223,17.38119864,0.0001562 
63,139.9188138,36.5574164,32.26152304,0.0002901 
64,139.9190634,36.557418,27.75457425,0.0002496 
65,139.9195578,36.5574114,54.9776204,0.0004944 
66,139.9209264,36.5573678,152.2266115,0.0013686 
67,139.9215477,36.5573469,69.10833257,0.0006213 
68,139.9222529,36.5573153,78.46073571,0.0007052 
69,139.9232892,36.5572772,115.2769032,0.0010363 
70,139.9237238,36.5572646,48.33717189,0.0004346 
71,139.9243045,36.5572604,64.57184649,0.0005807 
72,139.9255444,36.5572178,137.9182486,0.0012399 
73,139.9268961,36.5571667,150.3650452,0.0013517 
74,139.927544,36.5571397,72.07983989,0.0006479 
75,139.9284023,36.5570964,95.50967527,0.0008583 
76,139.929986,36.5570505,176.1427175,0.0015837 
77,139.9307918,36.5570257,89.62575958,0.0008058 
78,139.9314751,36.5570203,75.98086537,0.0006833 
79,139.9331898,36.5569957,190.6774219,0.0017147 
80,139.9349923,36.5569483,200.4694313,0.0018025 
81,139.9353491,36.5569398,39.681024,0.0003568 
82,139.9354794,36.5569361,14.49186624,0.0001303 
83,139.9357108,36.5569173,25.78013421,0.0002314 
84,139.9358714,36.5568941,17.96636405,0.0001606 
85,139.9360419,36.5568582,19.20323085,0.0001705 
86,139.9361712,36.5568168,14.80321081,0.0001293 
87,139.9362637,36.5567756,10.86667092,0.0000925 
88,139.9363284,36.5567384,7.859587764,0.0000647 
89,139.9364021,36.5566762,9.755727858,0.0000737 
90,139.9364693,36.5566046,9.641426201,0.0000672 
91,139.9365503,36.5564688,14.65174933,0.0000810 
92,139.9368624,36.5558385,63.88687082,0.0003121 
93,139.9369294,36.5556932,14.43640968,0.0000670 
94,139.9370261,36.5555243,17.95055533,0.0000967 
95,139.9370813,36.5554362,9.68991337,0.0000552 
96,139.9371818,36.5553001,16.0948232,0.0001005 
97,139.9372878,36.5551949,14.80107974,0.0001060 
98,139.9373894,36.5551244,12.79198097,0.0001016 
99,139.9375372,36.5550534,17.51035183,0.0001478 
100,139.937656,36.555019,13.53019519,0.0001188 
101,139.9378143,36.5550064,17.63498225,0.0001583 
102,139.9379669,36.5549936,17.00349228,0.0001526 
103,139.9380893,36.5549921,13.61121902,0.0001224 
104,139.9384337,36.5549903,38.29577427,0.0003444 
105,139.938503,36.5549938,7.711411404,0.0000693 
106,139.9386023,36.5550021,11.06474869,0.0000993 
107,139.9387588,36.5550225,17.4882054,0.0001565 
108,139.9388779,36.5550331,13.27397816,0.0001191 
109,139.9390135,36.5550373,15.08216854,0.0001356 
110,139.9396949,36.5550234,75.77740003,0.0006814 
111,139.9398196,36.5550134,13.89205443,0.0001247 
112,139.9399821,36.554993,18.15226451,0.0001625 
113,139.9401169,36.5549674,15.14656903,0.0001348 
114,139.9402354,36.5549485,13.27431764,0.0001185 
115,139.9403503,36.5549377,12.80958285,0.0001149 
116,139.9407371,36.5549246,43.0246519,0.0003868 
117,139.9412737,36.5549139,59.67421691,0.0005366 
118,139.942707,36.5548813,159.3998709,0.0014333 
119,139.9442318,36.5548382,169.5897336,0.0015248 
120,139.9450526,36.5548169,91.28679304,0.0008208 
121,139.945631,36.5547985,64.33419896,0.0005784 
