1,139.8997015,36.5594845,0
2,139.8995563,36.5588579,55.68730112
3,139.8995483,36.5587788,6.785051714
4,139.8995634,36.5587263,4.769494948
5,139.8996118,36.558661,7.734168448
6,139.899682,36.5586132,8.800865673
7,139.8997738,36.5585875,10.43856664
8,139.8998784,36.5585725,11.70055883
9,139.9013646,36.5584594,165.5376531
10,139.9022203,36.5583951,95.30662321
11,139.9025241,36.5583762,33.81935912
12,139.9054181,36.5581737,322.2587604
13,139.9066801,36.5580812,140.5483982
14,139.9087039,36.5579156,225.4767489
15,139.9088722,36.5578996,18.76311566
16,139.9093118,36.5578661,48.9642547
17,139.91034,36.5577871,114.5279384
18,139.9112845,36.5577152,105.2015043
19,139.9116341,36.5576921,38.92324062
20,139.9122615,36.5576503,69.85431862
21,139.9125164,36.5576399,28.35738168
22,139.91312,36.5576196,67.13946162
23,139.913785,36.557596,73.97183945
24,139.9143507,36.5575751,62.92813993
25,139.9145371,36.5575749,20.72679119
26,139.9147576,36.5575714,24.52033748
27,139.9161839,36.5575155,158.6686101
28,139.9177479,36.5574616,173.9692897
29,139.9180858,36.557443,37.6061232
30,139.9181308,36.5574401,5.00913035
31,139.9182147,36.5574378,9.330744147
32,139.9183675,36.5574302,17.00269719
33,139.9185237,36.5574223,17.38119864
34,139.9188138,36.5574164,32.26152304
35,139.9190634,36.557418,27.75457425
36,139.9195578,36.5574114,54.9776204
37,139.9209264,36.5573678,152.2266115
38,139.9215477,36.5573469,69.10833257
39,139.9222529,36.5573153,78.46073571
40,139.9232892,36.5572772,115.2769032
41,139.9237238,36.5572646,48.33717189
42,139.9243045,36.5572604,64.57184649
43,139.9255444,36.5572178,137.9182486
44,139.9268961,36.5571667,150.3650452
45,139.927544,36.5571397,72.07983989
46,139.9284023,36.5570964,95.50967527
47,139.929986,36.5570505,176.1427175
48,139.9307918,36.5570257,89.62575958
49,139.9314751,36.5570203,75.98086537
50,139.9331898,36.5569957,190.6774219
51,139.9349923,36.5569483,200.4694313
52,139.9353491,36.5569398,39.681024
53,139.9354794,36.5569361,14.49186624
54,139.9357108,36.5569173,25.78013421
55,139.9358714,36.5568941,17.96636405
56,139.9360419,36.5568582,19.20323085
57,139.9361712,36.5568168,14.80321081
58,139.9362637,36.5567756,10.86667092
59,139.9363284,36.5567384,7.859587764
60,139.9364021,36.5566762,9.755727858
61,139.9364693,36.5566046,9.641426201
62,139.9365503,36.5564688,14.65174933
63,139.9368624,36.5558385,63.88687082
64,139.9369294,36.5556932,14.43640968
65,139.9370261,36.5555243,17.95055533
66,139.9370813,36.5554362,9.68991337
67,139.9371818,36.5553001,16.0948232
68,139.9372878,36.5551949,14.80107974
69,139.9373894,36.5551244,12.79198097
70,139.9375372,36.5550534,17.51035183
71,139.937656,36.555019,13.53019519
72,139.9378143,36.5550064,17.63498225
73,139.9379669,36.5549936,17.00349228
74,139.9380893,36.5549921,13.61121902
75,139.9384337,36.5549903,38.29577427
76,139.938503,36.5549938,7.711411404
77,139.9386023,36.5550021,11.06474869
78,139.9387588,36.5550225,17.4882054
79,139.9388779,36.5550331,13.27397816
80,139.9390135,36.5550373,15.08216854
81,139.9396949,36.5550234,75.77740003
82,139.9398196,36.5550134,13.89205443
83,139.9399821,36.554993,18.15226451
84,139.9401169,36.5549674,15.14656903
85,139.9402354,36.5549485,13.27431764
86,139.9403503,36.5549377,12.80958285
87,139.9407371,36.5549246,43.0246519
88,139.9412737,36.5549139,59.67421691
89,139.942707,36.5548813,159.3998709
90,139.9442318,36.5548382,169.5897336
91,139.9450526,36.5548169,91.28679304
92,139.945631,36.5547985,64.33419896
93,139.9466999,36.554771,118.879275
94,139.9480333,36.5547433,148.2860788
95,139.9484115,36.5547368,42.05751564
96,139.9488298,36.5547203,46.53398674
97,139.9492453,36.5546898,46.27431181
98,139.9498324,36.554636,65.44286111
99,139.950324,36.5545634,55.01154431
100,139.9505257,36.554516,22.78783356
101,139.9507176,36.5544494,22.07852976
102,139.9509283,36.5543667,24.46348345
103,139.9511387,36.5542759,24.63895643
104,139.95202,36.5538451,104.6321797
105,139.9520675,36.5538246,5.56243078
106,139.9538219,36.5529463,208.9156443
107,139.9543379,36.5526903,61.37535809
108,139.9600447,36.5499881,674.9734918
109,139.9619429,36.5490734,224.9763463
110,139.9631377,36.5484964,141.6460415
111,139.9641541,36.5480165,120.1765385
112,139.9644585,36.5478627,36.29211424
113,139.9656845,36.5472641,145.5393726
114,139.9684896,36.5459128,332.454237
115,139.968865,36.5457378,44.32197518
116,139.9688958,36.5457235,3.63491871
117,139.9698584,36.5452461,114.4942128
118,139.9702157,36.5450744,42.33433084
119,139.9704346,36.5449776,25.69802246
120,139.9706008,36.544905,19.48718988
121,139.9707742,36.5448395,20.07157624
122,139.9710412,36.5447538,30.5725563
123,139.9712326,36.5446955,21.85368494
124,139.9716383,36.5445863,46.05996114
125,139.9719083,36.544526,30.45855194
126,139.9720771,36.544495,18.95427862
127,139.9723434,36.5444498,29.86028285
128,139.9726001,36.5444339,28.57584009
129,139.9727341,36.5444308,14.90272524
130,139.9729307,36.544428,21.86234386
131,139.973329,36.5444319,44.29014005
132,139.9735991,36.5444509,30.0772644
133,139.97383,36.544476,25.76369781
134,139.9742295,36.544538,44.73487839
135,139.9756957,36.5448153,164.7349285
136,139.9758629,36.5448499,18.82402023
137,139.9780441,36.5453018,245.5719449
138,139.9782581,36.5453677,24.44837377
139,139.9783845,36.5454385,15.29371997
140,139.9784664,36.5455036,10.66195673
141,139.9785805,36.5456381,17.09257246
142,139.9789558,36.5463143,71.11319221
143,139.9790503,36.546417,13.67134216
144,139.979152,36.5465112,13.86477943
145,139.9792597,36.5465873,13.61651521
146,139.9793679,36.5466359,12.72310099
147,139.9795951,36.5466881,25.65151048
148,139.9798597,36.5467434,29.79668003
149,139.983593,36.5474929,420.0019771
150,139.9836979,36.5475129,11.78804374
151,139.9837939,36.5475375,10.87827619
152,139.9839838,36.5475889,21.5647363
153,139.9844393,36.5476847,51.30214258
154,139.9845941,36.547716,17.41797551
155,139.984679,36.5477429,9.714066197
156,139.984786,36.5478039,12.98220674
157,139.9848601,36.5478744,10.1957151
158,139.9848928,36.547948,7.24624407
159,139.984897,36.5480362,7.525681009
